replicate,sampled_cases,total_rows,valid_rows,format_failures,format_success_rate,answer_accuracy,decision_accuracy,missing_information_accuracy,evidence_precision,evidence_recall,evidence_f1,unsupported_evidence_rate,decision_required_count,ab_flip_strict_score,ab_flip_strict_numerator,ab_flip_strict_denominator,ab_flip_strict_missed_update_rate,ab_flip_strict_over_update_rate,ab_flip_valid_score,ab_flip_valid_numerator,ab_flip_valid_denominator,ab_flip_valid_missed_update_rate,ab_flip_valid_over_update_rate,ab_invariant_strict_score,ab_invariant_strict_numerator,ab_invariant_strict_denominator,ab_invariant_strict_missed_update_rate,ab_invariant_strict_over_update_rate,ab_invariant_valid_score,ab_invariant_valid_numerator,ab_invariant_valid_denominator,ab_invariant_valid_missed_update_rate,ab_invariant_valid_over_update_rate,ac_nuisance_flip_strict_score,ac_nuisance_flip_strict_numerator,ac_nuisance_flip_strict_denominator,ac_nuisance_flip_strict_missed_update_rate,ac_nuisance_flip_strict_over_update_rate,ac_nuisance_flip_valid_score,ac_nuisance_flip_valid_numerator,ac_nuisance_flip_valid_denominator,ac_nuisance_flip_valid_missed_update_rate,ac_nuisance_flip_valid_over_update_rate,ac_causal_invariant_strict_score,ac_causal_invariant_strict_numerator,ac_causal_invariant_strict_denominator,ac_causal_invariant_strict_missed_update_rate,ac_causal_invariant_strict_over_update_rate,ac_causal_invariant_valid_score,ac_causal_invariant_valid_numerator,ac_causal_invariant_valid_denominator,ac_causal_invariant_valid_missed_update_rate,ac_causal_invariant_valid_over_update_rate
1401,logistics_013|iplic_016|iplic_016|finset_011|hr_019|finance_028|procurement_002|amendment_007|procurement_002|property_026|notice_005|infosec_029|finset_012|iplic_016|property_025|it_023|privacy_018|procure_021|it_024|privacy_018|sla_008|shipping_027|reconciliation_006|finset_012|hr_019|procure_021|notice_005|logistics_014|privacy_018|privacy_018,1186,936,250,0.7892074198988196,0.2976391231028668,0.448559670781893,0.7774030354131535,0.40054806070826304,0.4451236649803261,0.40899917021333543,0.29338111298482294,729,0.17543859649122806,20.0,114.0,0.8245614035087719,0.0,0.9523809523809523,20.0,21.0,0.047619047619047616,0.0,0.39903846153846156,83.0,208.0,0.0,0.6009615384615384,0.9764705882352941,83.0,85.0,0.0,0.023529411764705882,0.5396825396825397,34.0,63.0,0.4603174603174603,0.0,1.0,34.0,34.0,0.0,0.0,0.27450980392156865,70.0,255.0,0.0,0.7254901960784313,0.9722222222222222,70.0,72.0,0.0,0.027777777777777776
1402,infosec_029|finance_028|privacy_017|it_024|reconciliation_006|finset_012|infosec_029|iplic_015|reconciliation_006|property_025|approval_chain_009|hr_030|procure_022|finance_028|iplic_015|iplic_015|infosec_029|reconciliation_006|hr_030|notice_005|shipping_027|approval_chain_009|hr_019|it_024|property_025|sla_008|iplic_015|finance_028|infosec_029|property_026,1190,909,281,0.7638655462184873,0.32100840336134456,0.5061162079510704,0.761344537815126,0.4356022408963586,0.49855742296918765,0.4497612378284648,0.25767507002801127,654,0.21238938053097345,24.0,113.0,0.7876106194690266,0.0,1.0,24.0,24.0,0.0,0.0,0.45933014354066987,96.0,209.0,0.0,0.5406698564593302,0.96,96.0,100.0,0.0,0.04,0.6060606060606061,40.0,66.0,0.3939393939393939,0.0,1.0,40.0,40.0,0.0,0.0,0.3203125,82.0,256.0,0.0,0.6796875,0.9534883720930233,82.0,86.0,0.0,0.046511627906976744
1403,finset_012|shipping_027|privacy_018|logistics_013|amendment_007|privacy_017|trip_001|iplic_016|iplic_016|hr_020|asset_scope_010|hr_019|it_024|property_026|infosec_029|finset_012|finset_012|iplic_015|shipping_027|notice_005|procure_022|infosec_029|finance_028|hr_020|sla_008|it_023|property_025|hr_019|trip_001|property_025,1204,927,277,0.7699335548172758,0.2956810631229236,0.44959128065395093,0.7641196013289037,0.3862541528239202,0.4337624584717608,0.3950238622580815,0.2815199335548173,734,0.1896551724137931,22.0,116.0,0.8103448275862069,0.0,0.9565217391304348,22.0,23.0,0.043478260869565216,0.0,0.39545454545454545,87.0,220.0,0.0,0.6045454545454545,0.9666666666666667,87.0,90.0,0.0,0.03333333333333333,0.5454545454545454,36.0,66.0,0.45454545454545453,0.0,1.0,36.0,36.0,0.0,0.0,0.2740740740740741,74.0,270.0,0.0,0.725925925925926,0.961038961038961,74.0,77.0,0.0,0.03896103896103896
1404,iplic_015|iplic_016|procurement_002|hr_030|procure_021|finset_012|hr_030|finset_011|logistics_014|notice_005|procure_022|procure_022|procure_022|trip_001|iplic_016|authority_003|property_025|privacy_018|sla_008|property_025|notice_005|logistics_014|sla_008|hr_030|procurement_002|finset_012|authority_003|hr_020|finset_011|sla_008,1158,927,231,0.8005181347150259,0.24265975820379965,0.45272969374167776,0.7892918825561313,0.36846574553828443,0.41184513529073113,0.3763858047536804,0.3318796776050663,751,0.1717171717171717,17.0,99.0,0.8282828282828283,0.0,1.0,17.0,17.0,0.0,0.0,0.34806629834254144,63.0,181.0,0.0,0.6519337016574586,0.9692307692307692,63.0,65.0,0.0,0.03076923076923077,0.49056603773584906,26.0,53.0,0.5094339622641509,0.0,1.0,26.0,26.0,0.0,0.0,0.2465753424657534,54.0,219.0,0.0,0.7534246575342466,0.9642857142857143,54.0,56.0,0.0,0.03571428571428571
1405,trip_001|procure_022|property_025|iplic_015|it_024|trip_001|notice_005|authority_003|hr_020|asset_scope_010|hr_030|it_024|approval_chain_009|finance_028|privacy_018|it_023|shipping_027|privacy_018|procure_022|trip_001|iplic_016|finset_011|procurement_002|privacy_018|logistics_014|trip_001|finset_012|hr_030|hr_019|finset_011,1176,896,280,0.7619047619047619,0.2789115646258503,0.4943977591036415,0.7517006802721088,0.3844387755102041,0.43969671201814053,0.3974813735017817,0.28988095238095235,714,0.14423076923076922,15.0,104.0,0.8557692307692307,0.0,0.9375,15.0,16.0,0.0625,0.0,0.4052631578947368,77.0,190.0,0.0,0.5947368421052631,0.9625,77.0,80.0,0.0,0.0375,0.5517241379310345,32.0,58.0,0.4482758620689655,0.0,1.0,32.0,32.0,0.0,0.0,0.2672413793103448,62.0,232.0,0.0,0.7327586206896551,0.9538461538461539,62.0,65.0,0.0,0.046153846153846156
1406,procure_021|hr_020|iplic_016|logistics_014|hr_030|logistics_013|procurement_002|iplic_016|finset_012|procure_021|notice_005|acceptance_004|iplic_016|property_026|asset_scope_010|iplic_015|procurement_002|logistics_014|authority_003|hr_020|notice_005|it_024|notice_005|privacy_018|finset_012|privacy_017|privacy_017|property_025|sla_008|property_025,1166,941,225,0.807032590051458,0.26157804459691253,0.42761394101876676,0.7898799313893653,0.37778730703259,0.4234133790737565,0.3868897873614855,0.30831903945111494,746,0.17307692307692307,18.0,104.0,0.8269230769230769,0.0,1.0,18.0,18.0,0.0,0.0,0.3526315789473684,67.0,190.0,0.0,0.6473684210526316,0.9571428571428572,67.0,70.0,0.0,0.04285714285714286,0.5,28.0,56.0,0.5,0.0,1.0,28.0,28.0,0.0,0.0,0.25217391304347825,58.0,230.0,0.0,0.7478260869565218,0.9508196721311475,58.0,61.0,0.0,0.04918032786885246
1407,logistics_014|property_026|procure_021|approval_chain_009|iplic_016|asset_scope_010|infosec_029|shipping_027|finset_012|procure_021|logistics_013|approval_chain_009|asset_scope_010|iplic_015|sla_008|property_026|logistics_013|privacy_018|finset_011|procure_022|it_023|approval_chain_009|acceptance_004|finset_012|acceptance_004|it_024|property_026|finset_011|it_024|authority_003,1170,903,267,0.7717948717948718,0.32564102564102565,0.4745222929936306,0.7666666666666667,0.4781054131054131,0.5297435897435897,0.4866008682675349,0.21676638176638174,628,0.20952380952380953,22.0,105.0,0.7904761904761904,0.0,0.9565217391304348,22.0,23.0,0.043478260869565216,0.0,0.4656084656084656,88.0,189.0,0.0,0.5343915343915344,0.9777777777777777,88.0,90.0,0.0,0.022222222222222223,0.6,36.0,60.0,0.4,0.0,1.0,36.0,36.0,0.0,0.0,0.33043478260869563,76.0,230.0,0.0,0.6695652173913044,0.9743589743589743,76.0,78.0,0.0,0.02564102564102564
1408,iplic_015|amendment_007|it_024|procure_022|finance_028|property_025|reconciliation_006|property_025|acceptance_004|asset_scope_010|hr_019|logistics_014|privacy_017|iplic_016|reconciliation_006|it_024|logistics_014|sla_008|procure_022|acceptance_004|logistics_014|sla_008|authority_003|iplic_015|procurement_002|hr_019|notice_005|finset_011|asset_scope_010|authority_003,1128,956,172,0.8475177304964538,0.21453900709219859,0.5117493472584856,0.8413120567375887,0.35921985815602836,0.400354609929078,0.36322469886299674,0.3881205673758865,766,0.08045977011494253,7.0,87.0,0.9195402298850575,0.0,1.0,7.0,7.0,0.0,0.0,0.23841059602649006,36.0,151.0,0.0,0.7615894039735099,0.9,36.0,40.0,0.0,0.1,0.38095238095238093,16.0,42.0,0.6190476190476191,0.0,1.0,16.0,16.0,0.0,0.0,0.15760869565217392,29.0,184.0,0.0,0.842391304347826,0.8787878787878788,29.0,33.0,0.0,0.12121212121212122
1409,asset_scope_010|hr_020|iplic_015|property_026|finset_011|notice_005|property_025|hr_020|property_026|property_025|it_023|iplic_015|finance_028|hr_030|privacy_018|hr_019|reconciliation_006|authority_003|procurement_002|notice_005|reconciliation_006|privacy_018|finance_028|iplic_015|reconciliation_006|procure_022|hr_020|infosec_029|property_025|iplic_015,1178,915,263,0.7767402376910016,0.34974533106960953,0.5246913580246914,0.7733446519524618,0.4479626485568761,0.5196378041878892,0.46430794728757363,0.2532258064516129,648,0.21100917431192662,23.0,109.0,0.7889908256880734,0.0,0.9583333333333334,23.0,24.0,0.041666666666666664,0.0,0.48743718592964824,97.0,199.0,0.0,0.5125628140703518,0.97,97.0,100.0,0.0,0.03,0.625,40.0,64.0,0.375,0.0,1.0,40.0,40.0,0.0,0.0,0.32786885245901637,80.0,244.0,0.0,0.6721311475409836,0.963855421686747,80.0,83.0,0.0,0.03614457831325301
1410,finset_011|trip_001|reconciliation_006|finset_011|privacy_017|asset_scope_010|it_023|authority_003|procurement_002|trip_001|notice_005|shipping_027|property_026|notice_005|privacy_018|sla_008|hr_020|acceptance_004|finset_011|iplic_015|reconciliation_006|notice_005|hr_019|logistics_013|shipping_027|procure_021|approval_chain_009|procure_021|asset_scope_010|finance_028,1122,899,223,0.8012477718360071,0.3163992869875223,0.5258064516129032,0.786096256684492,0.45243612596553767,0.5105614973262034,0.4644972130266248,0.26325014854426615,620,0.20253164556962025,16.0,79.0,0.7974683544303798,0.0,0.9411764705882353,16.0,17.0,0.058823529411764705,0.0,0.4827586206896552,70.0,145.0,0.0,0.5172413793103449,1.0,70.0,70.0,0.0,0.0,0.6086956521739131,28.0,46.0,0.391304347826087,0.0,1.0,28.0,28.0,0.0,0.0,0.3258426966292135,58.0,178.0,0.0,0.6741573033707865,1.0,58.0,58.0,0.0,0.0
1411,privacy_018|iplic_016|procure_022|trip_001|iplic_015|procure_022|hr_020|notice_005|it_023|approval_chain_009|privacy_017|iplic_016|it_023|procure_021|acceptance_004|iplic_016|procure_021|sla_008|logistics_014|finset_012|finset_011|hr_030|finset_012|privacy_017|asset_scope_010|amendment_007|asset_scope_010|iplic_015|asset_scope_010|finance_028,1172,945,227,0.8063139931740614,0.25853242320819114,0.4248985115020298,0.7943686006825939,0.3738765642775882,0.4089448236632537,0.37696990627878,0.3146899886234357,739,0.18,18.0,100.0,0.82,0.0,0.9,18.0,20.0,0.1,0.0,0.33505154639175255,65.0,194.0,0.0,0.6649484536082474,1.0,65.0,65.0,0.0,0.0,0.4727272727272727,26.0,55.0,0.5272727272727272,0.0,1.0,26.0,26.0,0.0,0.0,0.2425531914893617,57.0,235.0,0.0,0.7574468085106383,1.0,57.0,57.0,0.0,0.0
1412,infosec_029|property_026|property_025|notice_005|acceptance_004|asset_scope_010|iplic_015|property_025|procure_022|finset_012|notice_005|privacy_017|hr_019|procurement_002|notice_005|amendment_007|property_025|property_025|approval_chain_009|finset_011|finset_012|finset_012|hr_019|hr_019|finset_011|it_024|trip_001|procure_021|iplic_016|reconciliation_006,1160,929,231,0.8008620689655173,0.27327586206896554,0.505586592178771,0.7905172413793103,0.40257183908045974,0.45704022988505744,0.41277709359605913,0.3267385057471265,716,0.1958762886597938,19.0,97.0,0.8041237113402062,0.0,1.0,19.0,19.0,0.0,0.0,0.3551912568306011,65.0,183.0,0.0,0.644808743169399,0.9285714285714286,65.0,70.0,0.0,0.07142857142857142,0.5185185185185185,28.0,54.0,0.48148148148148145,0.0,1.0,28.0,28.0,0.0,0.0,0.252212389380531,57.0,226.0,0.0,0.7477876106194691,0.9193548387096774,57.0,62.0,0.0,0.08064516129032258
1413,it_024|procure_021|property_026|finset_011|procure_021|hr_019|logistics_014|property_026|asset_scope_010|hr_020|amendment_007|reconciliation_006|notice_005|logistics_014|property_026|procure_022|hr_019|approval_chain_009|procurement_002|amendment_007|approval_chain_009|shipping_027|iplic_016|it_024|privacy_017|finset_011|amendment_007|approval_chain_009|hr_019|trip_001,1150,957,193,0.8321739130434782,0.2530434782608696,0.5266757865937073,0.8191304347826087,0.38876811594202904,0.41734782608695653,0.38815527950310563,0.3329710144927536,731,0.11458333333333333,11.0,96.0,0.8854166666666666,0.0,1.0,11.0,11.0,0.0,0.0,0.31176470588235294,53.0,170.0,0.0,0.6882352941176471,0.9636363636363636,53.0,55.0,0.0,0.03636363636363636,0.4489795918367347,22.0,49.0,0.5510204081632653,0.0,1.0,22.0,22.0,0.0,0.0,0.21052631578947367,44.0,209.0,0.0,0.7894736842105263,0.9565217391304348,44.0,46.0,0.0,0.043478260869565216
1414,logistics_014|approval_chain_009|asset_scope_010|iplic_015|acceptance_004|hr_020|notice_005|privacy_018|procure_022|notice_005|procure_021|procure_021|approval_chain_009|property_025|acceptance_004|amendment_007|shipping_027|hr_020|privacy_018|sla_008|trip_001|finance_028|sla_008|trip_001|amendment_007|authority_003|logistics_013|logistics_014|reconciliation_006|sla_008,1104,877,227,0.7943840579710145,0.2708333333333333,0.5313001605136437,0.7853260869565217,0.4409118357487922,0.480691425120773,0.44320652173913044,0.25836352657004835,623,0.1780821917808219,13.0,73.0,0.821917808219178,0.0,1.0,13.0,13.0,0.0,0.0,0.43902439024390244,54.0,123.0,0.0,0.5609756097560976,0.9818181818181818,54.0,55.0,0.0,0.01818181818181818,0.5641025641025641,22.0,39.0,0.4358974358974359,0.0,1.0,22.0,22.0,0.0,0.0,0.30201342281879195,45.0,149.0,0.0,0.697986577181208,0.9782608695652174,45.0,46.0,0.0,0.021739130434782608
1415,iplic_016|shipping_027|iplic_016|trip_001|asset_scope_010|iplic_015|trip_001|logistics_014|amendment_007|procurement_002|approval_chain_009|sla_008|privacy_017|privacy_017|amendment_007|finset_012|hr_020|authority_003|asset_scope_010|shipping_027|property_025|finset_011|hr_019|logistics_013|sla_008|procurement_002|trip_001|hr_030|hr_020|logistics_014,1132,917,215,0.8100706713780919,0.25176678445229683,0.4650837988826816,0.7924028268551236,0.3852915194346289,0.4150912838633687,0.3847074990184531,0.3046378091872791,716,0.1411764705882353,12.0,85.0,0.8588235294117647,0.0,1.0,12.0,12.0,0.0,0.0,0.3202614379084967,49.0,153.0,0.0,0.6797385620915033,0.98,49.0,50.0,0.0,0.02,0.45454545454545453,20.0,44.0,0.5454545454545454,0.0,1.0,20.0,20.0,0.0,0.0,0.22043010752688172,41.0,186.0,0.0,0.7795698924731183,0.9761904761904762,41.0,42.0,0.0,0.023809523809523808
1416,hr_019|sla_008|authority_003|amendment_007|finset_011|hr_030|finset_011|approval_chain_009|iplic_016|amendment_007|procure_022|it_024|notice_005|procure_021|asset_scope_010|it_024|reconciliation_006|trip_001|notice_005|asset_scope_010|finset_011|trip_001|logistics_014|iplic_015|amendment_007|approval_chain_009|hr_030|property_026|it_024|asset_scope_010,1114,903,211,0.8105924596050269,0.2836624775583483,0.5384615384615384,0.8043087971274686,0.46159485338120876,0.49809994015559544,0.4608289874896698,0.28346798324356676,637,0.13333333333333333,10.0,75.0,0.8666666666666667,0.0,1.0,10.0,10.0,0.0,0.0,0.3851851851851852,52.0,135.0,0.0,0.6148148148148148,0.9454545454545454,52.0,55.0,0.0,0.05454545454545454,0.5365853658536586,22.0,41.0,0.4634146341463415,0.0,1.0,22.0,22.0,0.0,0.0,0.2606060606060606,43.0,165.0,0.0,0.7393939393939394,0.9347826086956522,43.0,46.0,0.0,0.06521739130434782
1417,shipping_027|procure_022|sla_008|approval_chain_009|property_026|it_024|asset_scope_010|finset_011|sla_008|authority_003|property_026|procure_022|asset_scope_010|notice_005|procure_021|hr_020|trip_001|shipping_027|reconciliation_006|acceptance_004|authority_003|hr_020|sla_008|it_023|procure_021|shipping_027|acceptance_004|finance_028|trip_001|logistics_013,1124,888,236,0.7900355871886121,0.302491103202847,0.5,0.7811387900355872,0.45739916963226585,0.5077698695136418,0.465590577868158,0.23210260972716487,616,0.1794871794871795,14.0,78.0,0.8205128205128205,0.0,0.9333333333333333,14.0,15.0,0.06666666666666667,0.0,0.4726027397260274,69.0,146.0,0.0,0.5273972602739726,0.9857142857142858,69.0,70.0,0.0,0.014285714285714285,0.6086956521739131,28.0,46.0,0.391304347826087,0.0,1.0,28.0,28.0,0.0,0.0,0.3146067415730337,56.0,178.0,0.0,0.6853932584269663,0.9824561403508771,56.0,57.0,0.0,0.017543859649122806
1418,logistics_014|property_026|privacy_018|approval_chain_009|hr_020|approval_chain_009|asset_scope_010|authority_003|reconciliation_006|logistics_014|it_023|shipping_027|privacy_018|hr_020|hr_030|authority_003|trip_001|it_024|trip_001|procure_022|approval_chain_009|property_025|trip_001|privacy_017|finset_011|iplic_016|it_024|shipping_027|logistics_013|infosec_029,1166,899,267,0.7710120068610634,0.2701543739279588,0.5064562410329986,0.7632933104631218,0.3970697541452259,0.45244425385934817,0.4084681042228213,0.268453401943968,697,0.13861386138613863,14.0,101.0,0.8613861386138614,0.0,0.9333333333333333,14.0,15.0,0.06666666666666667,0.0,0.4022346368715084,72.0,179.0,0.0,0.5977653631284916,0.96,72.0,75.0,0.0,0.04,0.5454545454545454,30.0,55.0,0.45454545454545453,0.0,1.0,30.0,30.0,0.0,0.0,0.2672811059907834,58.0,217.0,0.0,0.7327188940092166,0.9508196721311475,58.0,61.0,0.0,0.04918032786885246
1419,it_024|iplic_015|hr_020|shipping_027|iplic_016|finset_011|privacy_017|approval_chain_009|finset_012|logistics_014|property_026|approval_chain_009|amendment_007|trip_001|privacy_018|it_024|hr_020|privacy_017|asset_scope_010|procure_021|iplic_015|asset_scope_010|property_026|notice_005|hr_020|finance_028|finset_012|privacy_018|authority_003|asset_scope_010,1172,918,254,0.7832764505119454,0.32593856655290104,0.4703196347031963,0.7738907849829352,0.4486063708759954,0.4954493742889648,0.45491223793271574,0.22886803185437998,657,0.18269230769230768,19.0,104.0,0.8173076923076923,0.0,1.0,19.0,19.0,0.0,0.0,0.4368421052631579,83.0,190.0,0.0,0.5631578947368421,0.9764705882352941,83.0,85.0,0.0,0.023529411764705882,0.576271186440678,34.0,59.0,0.423728813559322,0.0,1.0,34.0,34.0,0.0,0.0,0.30303030303030304,70.0,231.0,0.0,0.696969696969697,0.9722222222222222,70.0,72.0,0.0,0.027777777777777776
1420,infosec_029|hr_020|sla_008|amendment_007|approval_chain_009|procure_022|finset_012|approval_chain_009|trip_001|hr_030|finset_011|hr_030|amendment_007|iplic_016|privacy_017|procure_021|iplic_016|procure_021|finance_028|iplic_015|approval_chain_009|iplic_016|logistics_014|hr_019|reconciliation_006|infosec_029|hr_030|finance_028|hr_030|finance_028,1182,931,251,0.7876480541455161,0.2521150592216582,0.45517241379310347,0.7783417935702199,0.3811477721376199,0.41302876480541456,0.38378186017779925,0.292287084038353,725,0.16822429906542055,18.0,107.0,0.8317757009345794,0.0,1.0,18.0,18.0,0.0,0.0,0.373134328358209,75.0,201.0,0.0,0.6268656716417911,1.0,75.0,75.0,0.0,0.0,0.5084745762711864,30.0,59.0,0.4915254237288136,0.0,1.0,30.0,30.0,0.0,0.0,0.2571428571428571,63.0,245.0,0.0,0.7428571428571429,1.0,63.0,63.0,0.0,0.0
1421,property_025|privacy_018|it_024|procurement_002|hr_020|sla_008|approval_chain_009|acceptance_004|authority_003|privacy_018|infosec_029|hr_020|it_024|procurement_002|property_026|approval_chain_009|trip_001|procure_022|it_023|notice_005|logistics_014|privacy_017|procure_022|privacy_017|hr_019|logistics_013|logistics_013|trip_001|trip_001|infosec_029,1152,899,253,0.7803819444444444,0.2482638888888889,0.49235048678720444,0.7630208333333334,0.3698784722222223,0.42225115740740743,0.3807408785273369,0.3063368055555555,719,0.13978494623655913,13.0,93.0,0.8602150537634409,0.0,0.9285714285714286,13.0,14.0,0.07142857142857142,0.0,0.3583815028901734,62.0,173.0,0.0,0.6416184971098265,0.9538461538461539,62.0,65.0,0.0,0.046153846153846156,0.5098039215686274,26.0,51.0,0.49019607843137253,0.0,1.0,26.0,26.0,0.0,0.0,0.24170616113744076,51.0,211.0,0.0,0.7582938388625592,0.9444444444444444,51.0,54.0,0.0,0.05555555555555555
1422,iplic_016|iplic_015|privacy_017|hr_020|logistics_013|notice_005|privacy_017|finset_012|amendment_007|acceptance_004|infosec_029|asset_scope_010|notice_005|privacy_018|procure_022|procurement_002|hr_030|iplic_016|it_023|infosec_029|procure_021|trip_001|iplic_015|finset_011|infosec_029|infosec_029|property_025|logistics_013|hr_020|sla_008,1180,919,261,0.7788135593220339,0.2940677966101695,0.42532005689900426,0.7661016949152543,0.4100141242937853,0.45790960451977397,0.41813492063492064,0.2747316384180791,703,0.23809523809523808,25.0,105.0,0.7619047619047619,0.0,0.9615384615384616,25.0,26.0,0.038461538461538464,0.0,0.41379310344827586,84.0,203.0,0.0,0.5862068965517241,0.9882352941176471,84.0,85.0,0.0,0.011764705882352941,0.5573770491803278,34.0,61.0,0.4426229508196721,0.0,1.0,34.0,34.0,0.0,0.0,0.30364372469635625,75.0,247.0,0.0,0.6963562753036437,0.9868421052631579,75.0,76.0,0.0,0.013157894736842105
1423,authority_003|shipping_027|finance_028|it_023|privacy_018|procurement_002|approval_chain_009|it_023|authority_003|iplic_015|iplic_015|authority_003|property_025|privacy_018|infosec_029|iplic_015|infosec_029|acceptance_004|hr_019|iplic_015|shipping_027|acceptance_004|it_024|acceptance_004|procure_021|amendment_007|approval_chain_009|hr_020|shipping_027|privacy_018,1158,893,265,0.7711571675302246,0.32124352331606215,0.5024232633279483,0.7651122625215889,0.5033678756476685,0.5601468048359239,0.5130767332839873,0.2030224525043178,619,0.24,24.0,100.0,0.76,0.0,0.9230769230769231,24.0,26.0,0.07692307692307693,0.0,0.5166666666666667,93.0,180.0,0.0,0.48333333333333334,0.9789473684210527,93.0,95.0,0.0,0.021052631578947368,0.6440677966101694,38.0,59.0,0.3559322033898305,0.0,1.0,38.0,38.0,0.0,0.0,0.36199095022624433,80.0,221.0,0.0,0.6380090497737556,0.975609756097561,80.0,82.0,0.0,0.024390243902439025
1424,trip_001|hr_019|asset_scope_010|reconciliation_006|finset_012|acceptance_004|reconciliation_006|iplic_015|logistics_013|privacy_018|iplic_016|shipping_027|finance_028|hr_019|amendment_007|property_026|procure_022|logistics_013|it_023|property_025|property_026|asset_scope_010|sla_008|acceptance_004|acceptance_004|privacy_018|reconciliation_006|iplic_016|iplic_016|logistics_014,1152,932,220,0.8090277777777778,0.2673611111111111,0.49173553719008267,0.8072916666666666,0.3863281249999999,0.4325520833333333,0.39358603395061725,0.3280815972222222,726,0.13978494623655913,13.0,93.0,0.8602150537634409,0.0,0.9285714285714286,13.0,14.0,0.07142857142857142,0.0,0.34104046242774566,59.0,173.0,0.0,0.6589595375722543,0.9833333333333333,59.0,60.0,0.0,0.016666666666666666,0.48,24.0,50.0,0.52,0.0,1.0,24.0,24.0,0.0,0.0,0.22641509433962265,48.0,212.0,0.0,0.7735849056603774,0.9795918367346939,48.0,49.0,0.0,0.02040816326530612
1425,privacy_017|amendment_007|procure_021|hr_019|property_026|property_025|asset_scope_010|it_024|authority_003|logistics_014|authority_003|acceptance_004|it_024|iplic_016|finance_028|finset_011|logistics_013|procurement_002|asset_scope_010|asset_scope_010|infosec_029|shipping_027|property_026|procure_021|finance_028|authority_003|finset_012|authority_003|logistics_014|authority_003,1148,953,195,0.8301393728222997,0.2778745644599303,0.4900568181818182,0.818815331010453,0.46421312427409983,0.5086962833914055,0.46860793097726894,0.26923635307781646,704,0.14432989690721648,14.0,97.0,0.8556701030927835,0.0,1.0,14.0,14.0,0.0,0.0,0.39644970414201186,67.0,169.0,0.0,0.6035502958579881,0.9571428571428572,67.0,70.0,0.0,0.04285714285714286,0.5384615384615384,28.0,52.0,0.46153846153846156,0.0,1.0,28.0,28.0,0.0,0.0,0.2669902912621359,55.0,206.0,0.0,0.7330097087378641,0.9482758620689655,55.0,58.0,0.0,0.05172413793103448
1426,finance_028|finance_028|logistics_014|authority_003|hr_020|acceptance_004|logistics_014|hr_019|it_024|hr_030|shipping_027|authority_003|logistics_013|finset_011|infosec_029|privacy_017|notice_005|privacy_017|hr_020|amendment_007|acceptance_004|hr_019|approval_chain_009|amendment_007|procurement_002|property_025|logistics_014|hr_019|it_023|privacy_017,1168,972,196,0.8321917808219178,0.2191780821917808,0.49873737373737376,0.8210616438356164,0.35634988584474886,0.3912528538812785,0.3598295825179388,0.34056792237442923,792,0.09259259259259259,10.0,108.0,0.9074074074074074,0.0,0.9090909090909091,10.0,11.0,0.09090909090909091,0.0,0.3118279569892473,58.0,186.0,0.0,0.6881720430107527,0.9666666666666667,58.0,60.0,0.0,0.03333333333333333,0.4444444444444444,24.0,54.0,0.5555555555555556,0.0,1.0,24.0,24.0,0.0,0.0,0.19736842105263158,45.0,228.0,0.0,0.8026315789473685,0.9574468085106383,45.0,47.0,0.0,0.0425531914893617
1427,property_026|asset_scope_010|finset_012|infosec_029|sla_008|property_026|asset_scope_010|procure_022|asset_scope_010|trip_001|finset_012|infosec_029|procure_021|acceptance_004|reconciliation_006|shipping_027|property_025|hr_030|finset_011|hr_030|property_025|it_023|trip_001|authority_003|finance_028|property_025|privacy_018|logistics_013|notice_005|authority_003,1154,885,269,0.766897746967071,0.3327556325823224,0.5016339869281046,0.7608318890814558,0.49266320046216056,0.5545638359329866,0.5038430854722016,0.20837666088965917,612,0.23404255319148937,22.0,94.0,0.7659574468085106,0.0,0.9565217391304348,22.0,23.0,0.043478260869565216,0.0,0.5058139534883721,87.0,172.0,0.0,0.4941860465116279,0.9666666666666667,87.0,90.0,0.0,0.03333333333333333,0.6428571428571429,36.0,56.0,0.35714285714285715,0.0,1.0,36.0,36.0,0.0,0.0,0.3476190476190476,73.0,210.0,0.0,0.6523809523809524,0.9605263157894737,73.0,76.0,0.0,0.039473684210526314
1428,trip_001|reconciliation_006|acceptance_004|property_026|trip_001|iplic_016|hr_020|asset_scope_010|privacy_018|procure_022|trip_001|procure_021|infosec_029|it_024|logistics_014|amendment_007|privacy_017|property_025|it_023|logistics_013|finset_012|acceptance_004|authority_003|trip_001|logistics_014|acceptance_004|shipping_027|approval_chain_009|acceptance_004|sla_008,1128,884,244,0.7836879432624113,0.23847517730496454,0.5050505050505051,0.7712765957446809,0.40016252955082754,0.45065011820330964,0.40915372058989086,0.2833481087470449,693,0.16049382716049382,13.0,81.0,0.8395061728395061,0.0,0.9285714285714286,13.0,14.0,0.07142857142857142,0.0,0.3706293706293706,53.0,143.0,0.0,0.6293706293706294,0.9636363636363636,53.0,55.0,0.0,0.03636363636363636,0.5116279069767442,22.0,43.0,0.4883720930232558,0.0,1.0,22.0,22.0,0.0,0.0,0.26011560693641617,45.0,173.0,0.0,0.7398843930635838,0.9574468085106383,45.0,47.0,0.0,0.0425531914893617
